query,method,expected,actual_constraints,actual_top1_name,actual_top1_price,actual_top1_type,actual_top_results,num_results,runtime_sec,parse_error
lightweight hoody for casual everyday use,hybrid,"{""expected_type"": ""hoody"", ""expected_price_max"": NaN, ""expected_use_case"": ""everyday"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""warmth_level"": ""low"", ""use_case"": ""everyday"", ""product_type"": ""hoody""}",Canada Goose Men's Hybridge Lite Tech Hoody,795.0,hoody,"[{""rank"": 1, ""name"": ""Canada Goose Men's Hybridge Lite Tech Hoody"", ""price"": 795.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Hybridge Lite Hoody CR"", ""price"": 795.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Lodge Hoody Black Label - Updated"", ""price"": 875.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Amherst Hoody"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Hybridge Huron Full Zip Hoody"", ""price"": 650.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}]",5,3.7243,
daily jacket for city use under $1000,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""everyday"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""everyday"", ""product_type"": ""jacket"", ""price_max"": 1000}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Nanaimo Jacket"", ""price"": 575.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Salida Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Davie Jacket"", ""price"": 595.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Lockeport Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.027,
daily jacket for city use under $1000,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""everyday"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""use_case"": ""everyday"", ""price_max"": 1000}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Nanaimo Jacket"", ""price"": 575.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Salida Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Davie Jacket"", ""price"": 595.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Lockeport Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.84,
daily jacket for city use under $1000,hybrid,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""everyday"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""everyday"", ""product_type"": ""jacket"", ""price_max"": 1000}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Nanaimo Jacket"", ""price"": 575.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Salida Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Davie Jacket"", ""price"": 595.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Lockeport Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,1.0191,
warm jacket for hiking,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""warmth_level"": ""medium"", ""use_case"": ""hiking"", ""product_type"": ""jacket""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.036,
warm jacket for hiking,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""use_case"": ""hiking"", ""warmth_level"": ""medium""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,1.1986,
warm jacket for hiking,hybrid,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""warmth_level"": ""medium"", ""use_case"": ""hiking"", ""product_type"": ""jacket""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.9751,
hiking jacket under $1000,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""hiking"", ""product_type"": ""jacket"", ""price_max"": 1000}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Cypress Hoody Black Label"", ""price"": 950.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.033,
hiking jacket under $1000,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""use_case"": ""hiking"", ""price_max"": 1000}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Cypress Hoody Black Label"", ""price"": 950.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.8865,
hiking jacket under $1000,hybrid,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""hiking"", ""product_type"": ""jacket"", ""price_max"": 1000}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Cypress Hoody Black Label"", ""price"": 950.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.82,
light outdoor jacket for hiking,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""warmth_level"": ""low"", ""use_case"": ""hiking"", ""product_type"": ""jacket""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Wyndham Parka Heritage"", ""price"": 1675.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.027,
light outdoor jacket for hiking,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""use_case"": ""hiking"", ""warmth_level"": ""low""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Wyndham Parka Heritage"", ""price"": 1675.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.835,
light outdoor jacket for hiking,hybrid,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""warmth_level"": ""low"", ""use_case"": ""hiking"", ""product_type"": ""jacket""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Wyndham Parka Heritage"", ""price"": 1675.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.8781,
packable hiking jacket for cold weather,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""hiking"", ""product_type"": ""jacket""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.034,
packable hiking jacket for cold weather,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""use_case"": ""hiking""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.8364,
packable hiking jacket for cold weather,hybrid,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""hiking"", ""product_type"": ""jacket""}",Canada Goose Men's Woolford Jacket,850.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Hooded Jacket Black Label"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.807,
trail jacket under $900,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": 900.0, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""hiking"", ""product_type"": ""jacket"", ""price_max"": 900}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Hybridge Lite Jacket"", ""price"": 750.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.027,
trail jacket under $900,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": 900.0, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""use_case"": ""hiking"", ""price_max"": 900}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Hybridge Lite Jacket"", ""price"": 750.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.9396,
trail jacket under $900,hybrid,"{""expected_type"": ""jacket"", ""expected_price_max"": 900.0, ""expected_use_case"": ""hiking"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""hiking"", ""product_type"": ""jacket"", ""price_max"": 900}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Woolford Jacket"", ""price"": 850.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Hybridge Lite Jacket"", ""price"": 750.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.8826,
men's down vest under $800,baseline,"{""expected_type"": ""vest"", ""expected_price_max"": 800.0, ""expected_use_case"": NaN, ""expected_insulation"": ""down"", ""expected_gender"": ""men"", ""expected_outerwear"": true}","{""insulation"": ""down"", ""product_type"": ""vest"", ""gender"": ""men"", ""price_max"": 800}",Canada Goose Men's Freestyle Crew Vest,650.0,vest,"[{""rank"": 1, ""name"": ""Canada Goose Men's Freestyle Crew Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Crofton Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Freestyle Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Garson Vest Black Label CR"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Cypress Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}]",5,0.026,
men's down vest under $800,flan,"{""expected_type"": ""vest"", ""expected_price_max"": 800.0, ""expected_use_case"": NaN, ""expected_insulation"": ""down"", ""expected_gender"": ""men"", ""expected_outerwear"": true}","{""insulation"": ""down"", ""price_max"": 800, ""product_type"": ""vest"", ""gender"": ""men""}",Canada Goose Men's Freestyle Crew Vest,650.0,vest,"[{""rank"": 1, ""name"": ""Canada Goose Men's Freestyle Crew Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Crofton Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Freestyle Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Garson Vest Black Label CR"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Cypress Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}]",5,3.7799,
